client_code,main_holder_occupation_cd,policy_term,policy_payment_mode,policy_status,main_holder_gender,main_holder_entry_age,policy_snapshot_as_on,main_holder_smoker_flag,total_sum_assuared,payment_method,agent_code,cross_sell
C100002,226.0,15,Y,INFORCE,M,24,20190731,N,225000,CASH,AG106079,False
C100002,226.0,15,Y,LAPSED,M,24,20200601,N,225000,CASH,AG106079,False
C100002,226.0,15,Y,INFORCE,M,24,20190228,N,225000,CASH,AG106079,False
C100002,226.0,15,Y,INFORCE,M,24,20190901,N,225000,CASH,AG106079,False
C100002,226.0,15,Y,INFORCE,M,24,20190831,N,225000,CASH,AG106079,False
C100002,226.0,15,Y,INFORCE,M,24,20190531,N,225000,CASH,AG106079,False
C100002,226.0,15,Y,LAPSED,M,24,20200701,N,225000,CASH,AG106079,False
C100002,226.0,15,Y,LAPSED,M,24,20200301,N,225000,CASH,AG106079,False
C100002,226.0,15,Y,INFORCE,M,24,20190131,N,225000,CASH,AG106079,False
C100002,226.0,15,Y,LAPSED,M,24,20200201,N,225000,CASH,AG106079,False
C100002,226.0,15,Y,LAPSED,M,24,20200501,N,225000,CASH,AG106079,False
C100002,226.0,15,Y,INFORCE,M,24,20200101,N,225000,CASH,AG106079,False
C100002,226.0,15,Y,INFORCE,M,24,20190630,N,225000,CASH,AG106079,False
C100002,226.0,15,Y,INFORCE,M,24,20191001,N,225000,CASH,AG106079,False
C100002,226.0,15,Y,INFORCE,M,24,20190430,N,225000,CASH,AG106079,False
C100002,226.0,15,Y,INFORCE,M,24,20181231,N,225000,CASH,AG106079,False
C100002,226.0,15,Y,LAPSED,M,24,20200401,N,225000,CASH,AG106079,False
C100002,226.0,15,Y,INFORCE,M,24,20191201,N,225000,CASH,AG106079,False
C100002,226.0,15,Y,INFORCE,M,24,20191101,N,225000,CASH,AG106079,False
C100002,226.0,15,Y,INFORCE,M,24,20190331,N,225000,CASH,AG106079,False
C100003,450.0,12,H,INFORCE,F,28,20190630,N,300000,CHEQUE,AG105289,False
C100003,450.0,12,H,INFORCE,F,28,20190131,N,300000,CASH,AG105289,False
C100003,450.0,12,H,INFORCE,F,28,20190901,N,300000,CHEQUE,AG105289,False
C100003,450.0,12,H,INFORCE,F,28,20200601,N,300000,CHEQUE,AG105289,False
C100003,450.0,12,H,INFORCE,F,28,20181231,N,300000,CASH,AG105289,False
C100003,450.0,12,H,INFORCE,F,28,20191101,N,300000,CHEQUE,AG105289,False
C100003,450.0,12,H,INFORCE,F,28,20200301,N,300000,CHEQUE,AG105289,False
C100003,450.0,12,H,INFORCE,F,28,20200401,N,300000,CHEQUE,AG105289,False
C100003,450.0,12,H,INFORCE,F,28,20190831,N,300000,CHEQUE,AG105289,False
C100003,450.0,12,H,INFORCE,F,28,20190228,N,300000,CASH,AG105289,False
C100003,450.0,12,H,INFORCE,F,28,20190531,N,300000,CASH,AG105289,False
C100003,450.0,12,H,INFORCE,F,28,20190331,N,300000,CASH,AG105289,False
C100003,450.0,12,H,INFORCE,F,28,20190731,N,300000,CHEQUE,AG105289,False
C100003,450.0,12,H,INFORCE,F,28,20191201,N,300000,CHEQUE,AG105289,False
C100003,450.0,12,H,INFORCE,F,28,20190430,N,300000,CASH,AG105289,False
C100003,450.0,12,H,INFORCE,F,28,20200701,N,300000,CHEQUE,AG105289,False
C100003,450.0,12,H,INFORCE,F,28,20200201,N,300000,CHEQUE,AG105289,False
C100003,450.0,12,H,INFORCE,F,28,20191001,N,300000,CHEQUE,AG105289,False
C100003,450.0,12,H,INFORCE,F,28,20200501,N,300000,CHEQUE,AG105289,False
C100003,450.0,12,H,INFORCE,F,28,20200101,N,300000,CHEQUE,AG105289,False
C100004,450.0,12,Y,INFORCE,F,46,20190331,N,500000,CASH,AG100675,False
C100004,450.0,12,Y,INFORCE,F,46,20200201,N,500000,CHEQUE,AG100675,False
C100004,450.0,12,Y,INFORCE,F,46,20190731,N,500000,CASH,AG100675,False
C100004,450.0,12,Y,INFORCE,F,46,20200101,N,500000,CHEQUE,AG100675,False
C100004,450.0,12,Y,INFORCE,F,46,20181231,N,500000,CASH,AG100675,False
C100004,450.0,12,Y,INFORCE,F,46,20191001,N,500000,CASH,AG100675,False
C100004,450.0,12,Y,INFORCE,F,46,20190531,N,500000,CASH,AG100675,False
C100004,450.0,12,Y,INFORCE,F,46,20190131,N,500000,CASH,AG100675,False
C100004,450.0,12,Y,INFORCE,F,46,20190831,N,500000,CASH,AG100675,False
C100004,450.0,12,Y,INFORCE,F,46,20190901,N,500000,CASH,AG100675,False
C100004,450.0,12,Y,INFORCE,F,46,20190228,N,500000,CASH,AG100675,False
C100004,450.0,12,Y,INFORCE,F,46,20200501,N,500000,CHEQUE,AG100675,False
C100004,450.0,12,Y,INFORCE,F,46,20200701,N,500000,CHEQUE,AG100675,False
C100004,450.0,12,Y,INFORCE,F,46,20191101,N,500000,CASH,AG100675,False
C100004,450.0,12,Y,INFORCE,F,46,20190630,N,500000,CASH,AG100675,False
C100004,450.0,12,Y,INFORCE,F,46,20191201,N,500000,CASH,AG100675,False
C100004,450.0,12,Y,INFORCE,F,46,20200401,N,500000,CHEQUE,AG100675,False
C100004,450.0,12,Y,INFORCE,F,46,20200301,N,500000,CHEQUE,AG100675,False
C100004,450.0,12,Y,INFORCE,F,46,20200601,N,500000,CHEQUE,AG100675,False
C100004,450.0,12,Y,INFORCE,F,46,20190430,N,500000,CASH,AG100675,False
C100005,249.0,20,M,LAPSED,M,45,20190901,N,500000,CHEQUE,AG106722,False
C100005,249.0,20,M,INFORCE,M,45,20190331,N,500000,CHEQUE,AG102702,False
C100005,249.0,20,M,LAPSED,M,45,20191201,N,500000,CHEQUE,AG106722,False
C100005,249.0,20,M,LAPSED,M,45,20200401,N,500000,CHEQUE,AG106722,False
C100005,249.0,20,M,LAPSED,M,45,20191101,N,500000,CHEQUE,AG106722,False
C100005,249.0,10,M,INFORCE,M,45,20181231,N,500000,CASH,AG102702,False
C100005,249.0,20,M,INFORCE,M,45,20190131,N,500000,CASH,AG102702,False
C100005,249.0,20,M,INFORCE,M,45,20190228,N,500000,CHEQUE,AG102702,False
C100005,249.0,20,M,LAPSED,M,45,20200501,N,500000,CHEQUE,AG106722,False
C100005,249.0,20,M,LAPSED,M,45,20191001,N,500000,CHEQUE,AG106722,False
C100005,249.0,20,M,LAPSED,M,45,20200201,N,500000,CHEQUE,AG106722,False
C100005,249.0,20,M,LAPSED,M,45,20200101,N,500000,CHEQUE,AG106722,False
C100005,249.0,20,M,INFORCE,M,45,20190430,N,500000,CHEQUE,AG102702,False
C100005,249.0,20,M,INFORCE,M,45,20190531,N,500000,CHEQUE,AG102702,False
C100005,249.0,20,M,LAPSED,M,45,20200601,N,500000,CHEQUE,AG106722,False
C100005,249.0,20,M,LAPSED,M,45,20200701,N,500000,CHEQUE,AG106722,False
C100005,249.0,20,M,LAPSED,M,45,20190731,N,500000,CHEQUE,AG106722,False
C100005,249.0,20,M,LAPSED,M,45,20190831,N,500000,CHEQUE,AG106722,False
C100005,249.0,20,M,LAPSED,M,45,20190630,N,500000,CHEQUE,AG106722,False
C100005,249.0,20,M,LAPSED,M,45,20200301,N,500000,CHEQUE,AG106722,False
C100006,226.0,15,Q,LAPSED,M,35,20191101,N,397000,CASH,AG103342,False
C100006,226.0,15,Q,LAPSED,M,35,20190731,N,397000,CASH,AG103342,False
C100006,226.0,15,Q,LAPSED,M,35,20200201,N,397000,CASH,AG103342,False
C100006,226.0,15,Q,LAPSED,M,35,20191201,N,397000,CASH,AG103342,False
C100006,226.0,15,Q,INFORCE,M,35,20190131,N,397000,CASH,AG103342,False
C100006,226.0,15,Q,LAPSED,M,35,20200501,N,397000,CASH,AG107702,False
C100006,226.0,15,Q,LAPSED,M,35,20190831,N,397000,CASH,AG103342,False
C100006,226.0,15,Q,LAPSED,M,35,20191001,N,397000,CASH,AG103342,False
C100006,226.0,15,Q,LAPSED,M,35,20200301,N,397000,CASH,AG107702,False
C100006,226.0,15,Q,INFORCE,M,35,20181231,N,397000,CASH,AG103342,False
C100006,226.0,15,Q,LAPSED,M,35,20200701,N,397000,CASH,AG107702,False
C100006,226.0,15,Q,LAPSED,M,35,20190430,N,397000,CASH,AG103342,False
C100006,226.0,15,Q,LAPSED,M,35,20200601,N,397000,CASH,AG107702,False
C100006,226.0,15,Q,LAPSED,M,35,20190901,N,397000,CASH,AG103342,False
C100006,226.0,15,Q,LAPSED,M,35,20190630,N,397000,CASH,AG103342,False
C100006,226.0,15,Q,LAPSED,M,35,20200401,N,397000,CASH,AG107702,False
C100006,226.0,15,Q,LAPSED,M,35,20190531,N,397000,CASH,AG103342,False
C100006,226.0,15,Q,INFORCE,M,35,20190228,N,397000,CASH,AG103342,False
C100006,226.0,15,Q,LAPSED,M,35,20200101,N,397000,CASH,AG103342,False
C100006,226.0,15,Q,INFORCE,M,35,20190331,N,397000,CASH,AG103342,False
C100007,418.0,10,M,LAPSED,M,37,20200501,N,300000,CHEQUE,AG105833,False
C100007,418.0,10,M,LAPSED,M,37,20191001,N,300000,CHEQUE,AG101052,False
C100007,418.0,10,M,LAPSED,M,37,20190901,N,300000,CHEQUE,AG101052,False
C100007,418.0,10,M,LAPSED,M,37,20191201,N,300000,CHEQUE,AG105833,False
C100007,418.0,10,M,LAPSED,M,37,20200701,N,300000,CHEQUE,AG105833,False
C100007,418.0,10,M,LAPSED,M,37,20191101,N,300000,CHEQUE,AG105833,False
C100007,418.0,10,M,LAPSED,M,37,20190430,N,300000,CHEQUE,AG103309,False
C100007,418.0,10,M,INFORCE,M,37,20181231,N,300000,CASH,AG103309,False
C100007,418.0,10,M,INFORCE,M,37,20190331,N,300000,CHEQUE,AG103309,False
C100007,418.0,10,M,LAPSED,M,37,20200301,N,300000,CHEQUE,AG105833,False
C100007,418.0,10,M,LAPSED,M,37,20190630,N,300000,CHEQUE,AG103309,False
C100007,418.0,10,M,INFORCE,M,37,20190228,N,300000,CHEQUE,AG103309,False
C100007,418.0,10,M,LAPSED,M,37,20200101,N,300000,CHEQUE,AG105833,False
C100007,418.0,10,M,LAPSED,M,37,20190831,N,300000,CHEQUE,AG101052,False
C100007,418.0,10,M,LAPSED,M,37,20190531,N,300000,CHEQUE,AG103309,False
C100007,418.0,10,M,LAPSED,M,37,20190731,N,300000,CHEQUE,AG101052,False
C100007,418.0,10,M,INFORCE,M,37,20190131,N,300000,CHEQUE,AG103309,False
C100007,418.0,10,M,LAPSED,M,37,20200201,N,300000,CHEQUE,AG105833,False
C100007,418.0,10,M,LAPSED,M,37,20200401,N,300000,CHEQUE,AG105833,False
C100007,418.0,10,M,LAPSED,M,37,20200601,N,300000,CHEQUE,AG105833,False
C100008,88.0,30,M,LAPSED,F,22,20191201,N,680000,CHEQUE,AG103089,False
C100008,88.0,30,M,LAPSED,F,22,20190630,N,680000,CHEQUE,AG103089,False
C100008,88.0,30,M,LAPSED,F,22,20190331,N,680000,CHEQUE,AG103089,False
C100008,88.0,30,M,LAPSED,F,22,20200201,N,680000,CHEQUE,AG103089,False
C100008,88.0,30,M,INFORCE,F,22,20190228,N,680000,CHEQUE,AG106816,False
C100008,88.0,30,M,LAPSED,F,22,20190901,N,680000,CHEQUE,AG103089,False
C100008,88.0,30,M,LAPSED,F,22,20190531,N,680000,CHEQUE,AG103089,False
C100008,88.0,30,M,LAPSED,F,22,20200501,N,680000,CHEQUE,AG103089,False
C100008,88.0,30,M,LAPSED,F,22,20200701,N,680000,CHEQUE,AG103089,False
C100008,88.0,30,M,LAPSED,F,22,20190430,N,680000,CHEQUE,AG103089,False
C100008,88.0,30,M,LAPSED,F,22,20200301,N,680000,CHEQUE,AG103089,False
C100008,88.0,30,M,LAPSED,F,22,20190831,N,680000,CHEQUE,AG103089,False
C100008,88.0,30,M,LAPSED,F,22,20200401,N,680000,CHEQUE,AG103089,False
C100008,88.0,30,M,LAPSED,F,22,20200601,N,680000,CHEQUE,AG103089,False
C100008,88.0,30,M,INFORCE,F,22,20190131,N,680000,CHEQUE,AG106816,False
C100008,88.0,30,M,LAPSED,F,22,20191001,N,680000,CHEQUE,AG103089,False
C100008,88.0,30,M,LAPSED,F,22,20200101,N,680000,CHEQUE,AG103089,False
C100008,88.0,30,M,LAPSED,F,22,20190731,N,680000,CHEQUE,AG103089,False
C100008,88.0,30,M,LAPSED,F,22,20191101,N,680000,CHEQUE,AG103089,False
C100008,88.0,30,M,INFORCE,F,22,20181231,N,680000,CASH,AG106816,False
C100009,193.0,12,Q,INFORCE,M,29,20200101,N,1000000,CHEQUE,AG100031,False
C100009,193.0,12,Q,INFORCE,M,29,20191101,N,1000000,CHEQUE,AG100031,False
C100009,193.0,12,Q,INFORCE,M,29,20200301,N,1000000,CHEQUE,AG100031,False
C100009,193.0,12,Q,INFORCE,M,29,20200201,N,1000000,CHEQUE,AG100031,False
C100009,193.0,12,Q,INFORCE,M,29,20200601,N,1000000,CHEQUE,AG102724,False
C100009,193.0,12,Q,INFORCE,M,29,20190228,N,1000000,CASH,AG100031,False
C100009,193.0,12,Q,INFORCE,M,29,20190131,N,1000000,CASH,AG100031,False
C100009,193.0,12,Q,INFORCE,M,29,20190531,N,1000000,CHEQUE,AG100031,False
C100009,193.0,12,Q,INFORCE,M,29,20200401,N,1000000,CHEQUE,AG100031,False
C100009,193.0,12,Q,INFORCE,M,29,20190331,N,1000000,CHEQUE,AG100031,False
C100009,193.0,12,Q,INFORCE,M,29,20191201,N,1000000,CHEQUE,AG100031,False
C100009,193.0,12,Q,INFORCE,M,29,20190731,N,1000000,CHEQUE,AG100031,False
C100009,193.0,12,Q,INFORCE,M,29,20200501,N,1000000,CHEQUE,AG102724,False
C100009,193.0,12,Q,INFORCE,M,29,20181231,N,1000000,CASH,AG100031,False
C100009,193.0,12,Q,INFORCE,M,29,20190430,N,1000000,CHEQUE,AG100031,False
C100009,193.0,12,Q,INFORCE,M,29,20190901,N,1000000,CHEQUE,AG100031,False
C100009,193.0,12,Q,INFORCE,M,29,20191001,N,1000000,CHEQUE,AG100031,False
C100009,193.0,12,Q,INFORCE,M,29,20190831,N,1000000,CHEQUE,AG100031,False
C100009,193.0,12,Q,INFORCE,M,29,20200701,N,1000000,CHEQUE,AG102724,False
C100009,193.0,12,Q,INFORCE,M,29,20190630,N,1000000,CHEQUE,AG100031,False
C100010,249.0,15,Q,INFORCE,M,19,20190331,N,397500,CASH,AG101643,False
C100010,249.0,15,Q,LAPSED,M,19,20190630,N,397500,CASH,AG101643,False
C100010,249.0,15,Q,LAPSED,M,19,20200201,N,397500,CASH,AG101643,False
C100010,249.0,15,Q,LAPSED,M,19,20190731,N,397500,CASH,AG101643,False
C100010,249.0,15,Q,INFORCE,M,19,20190131,N,397500,CASH,AG101643,False
C100010,249.0,15,Q,LAPSED,M,19,20200601,N,397500,CASH,AG101643,False
C100010,249.0,15,Q,LAPSED,M,19,20190831,N,397500,CASH,AG101643,False
C100010,249.0,15,Q,LAPSED,M,19,20190531,N,397500,CASH,AG101643,False
C100010,249.0,15,Q,LAPSED,M,19,20200501,N,397500,CASH,AG101643,False
C100010,249.0,15,Q,LAPSED,M,19,20200701,N,397500,CASH,AG101643,False
C100010,249.0,15,Q,LAPSED,M,19,20190901,N,397500,CASH,AG101643,False
C100010,249.0,15,Q,INFORCE,M,19,20190228,N,397500,CASH,AG101643,False
C100010,249.0,15,Q,LAPSED,M,19,20191201,N,397500,CASH,AG101643,False
C100010,249.0,15,Q,INFORCE,M,19,20181231,N,397500,CASH,AG101643,False
C100010,249.0,15,Q,LAPSED,M,19,20200101,N,397500,CASH,AG101643,False
C100010,249.0,15,Q,LAPSED,M,19,20191001,N,397500,CASH,AG101643,False
C100010,249.0,15,Q,LAPSED,M,19,20191101,N,397500,CASH,AG101643,False
C100010,249.0,15,Q,LAPSED,M,19,20200401,N,397500,CASH,AG101643,False
C100010,249.0,15,Q,LAPSED,M,19,20200301,N,397500,CASH,AG101643,False
C100010,249.0,15,Q,LAPSED,M,19,20190430,N,397500,CASH,AG101643,False
C100011,298.0,20,Y,INFORCE,F,40,20190331,N,532320,CASH,AG108042,False
C100011,298.0,20,Y,INFORCE,F,40,20200101,N,532320,CASH,AG108042,False
C100011,298.0,20,Y,LAPSED,F,40,20200501,N,532320,CASH,AG108042,False
C100011,298.0,20,Y,INFORCE,F,40,20190731,N,532320,CASH,AG108042,False
C100011,298.0,20,Y,INFORCE,F,40,20190531,N,532320,CASH,AG108042,False
C100011,298.0,20,Y,LAPSED,F,40,20200401,N,532320,CASH,AG108042,False
C100011,298.0,20,Y,INFORCE,F,40,20191101,N,532320,CASH,AG108042,False
C100011,298.0,20,Y,LAPSED,F,40,20200201,N,532320,CASH,AG108042,False
C100011,298.0,20,Y,INFORCE,F,40,20190131,N,532320,CASH,AG108042,False
C100011,298.0,20,Y,INFORCE,F,40,20190630,N,532320,CASH,AG108042,False
C100011,298.0,20,Y,INFORCE,F,40,20181231,N,532320,CASH,AG108042,False
C100011,298.0,20,Y,INFORCE,F,40,20190901,N,532320,CASH,AG108042,False
C100011,298.0,20,Y,INFORCE,F,40,20190228,N,532320,CASH,AG108042,False
C100011,298.0,20,Y,LAPSED,F,40,20200601,N,532320,CASH,AG108042,False
C100011,298.0,20,Y,LAPSED,F,40,20200301,N,532320,CASH,AG108042,False
C100011,298.0,20,Y,LAPSED,F,40,20200701,N,532320,CASH,AG108042,False
C100011,298.0,20,Y,INFORCE,F,40,20191201,N,532320,CASH,AG108042,False
C100011,298.0,20,Y,INFORCE,F,40,20191001,N,532320,CASH,AG108042,False
C100011,298.0,20,Y,INFORCE,F,40,20190831,N,532320,CASH,AG108042,False
C100011,298.0,20,Y,INFORCE,F,40,20190430,N,532320,CASH,AG108042,False
C100012,450.0,15,Y,LAPSED,M,21,20200201,N,225000,CASH,AG108514,False
C100012,450.0,15,Y,INFORCE,M,21,20200101,N,225000,CASH,AG108639,False
C100012,450.0,15,Y,INFORCE,M,21,20181231,N,225000,CASH,AG108639,False
C100012,450.0,15,Y,INFORCE,M,21,20190430,N,225000,CASH,AG108639,False
C100012,450.0,15,Y,INFORCE,M,21,20190131,N,225000,CASH,AG108639,False
C100012,450.0,15,Y,INFORCE,M,21,20191101,N,225000,CASH,AG108639,False
C100012,450.0,15,Y,LAPSED,M,21,20200501,N,225000,CASH,AG108514,False
C100012,450.0,15,Y,INFORCE,M,21,20190731,N,225000,CASH,AG108639,False
C100012,450.0,15,Y,LAPSED,M,21,20200401,N,225000,CASH,AG108514,False
C100012,450.0,15,Y,LAPSED,M,21,20200701,N,225000,CASH,AG108514,False
C100012,450.0,15,Y,INFORCE,M,21,20190331,N,225000,CASH,AG108639,False
C100012,450.0,15,Y,INFORCE,M,21,20190831,N,225000,CASH,AG108639,False
C100012,450.0,15,Y,INFORCE,M,21,20190901,N,225000,CASH,AG108639,False
C100012,450.0,15,Y,INFORCE,M,21,20191201,N,225000,CASH,AG108639,False
C100012,450.0,15,Y,INFORCE,M,21,20190531,N,225000,CASH,AG108639,False
C100012,450.0,15,Y,LAPSED,M,21,20200601,N,225000,CASH,AG108514,False
C100012,450.0,15,Y,INFORCE,M,21,20190630,N,225000,CASH,AG108639,False
C100012,450.0,15,Y,INFORCE,M,21,20191001,N,225000,CASH,AG108639,False
C100012,450.0,15,Y,INFORCE,M,21,20190228,N,225000,CASH,AG108639,False
C100012,450.0,15,Y,LAPSED,M,21,20200301,N,225000,CASH,AG108514,False
C100013,249.0,20,M,LAPSED,F,40,20190430,N,700000,CHEQUE,AG101190,False
C100013,249.0,20,M,LAPSED,F,40,20190630,N,700000,CHEQUE,AG101190,False
C100013,249.0,20,M,INFORCE,F,40,20181231,N,700000,CASH,AG101190,False
C100013,249.0,20,M,LAPSED,F,40,20190831,N,700000,CHEQUE,AG101190,False
C100013,249.0,20,M,LAPSED,F,40,20200501,N,700000,CHEQUE,AG101190,False
C100013,249.0,20,M,INFORCE,F,40,20190131,N,700000,CASH,AG101190,False
C100013,249.0,20,M,LAPSED,F,40,20190531,N,700000,CHEQUE,AG101190,False
C100013,249.0,20,M,INFORCE,F,40,20190228,N,700000,CHEQUE,AG101190,False
C100013,249.0,20,M,LAPSED,F,40,20200301,N,700000,CHEQUE,AG101190,False
C100013,249.0,20,M,LAPSED,F,40,20200101,N,700000,CHEQUE,AG101190,False
C100013,249.0,20,M,INFORCE,F,40,20190331,N,700000,CHEQUE,AG101190,False
C100013,249.0,20,M,LAPSED,F,40,20200601,N,700000,CHEQUE,AG101190,False
C100013,249.0,20,M,LAPSED,F,40,20190901,N,700000,CHEQUE,AG101190,False
C100013,249.0,20,M,LAPSED,F,40,20200201,N,700000,CHEQUE,AG101190,False
C100013,249.0,20,M,LAPSED,F,40,20191001,N,700000,CHEQUE,AG101190,False
C100013,249.0,20,M,LAPSED,F,40,20191201,N,700000,CHEQUE,AG101190,False
C100013,249.0,20,M,LAPSED,F,40,20200701,N,700000,CHEQUE,AG101190,False
C100013,249.0,20,M,LAPSED,F,40,20191101,N,700000,CHEQUE,AG101190,False
C100013,249.0,20,M,LAPSED,F,40,20190731,N,700000,CHEQUE,AG101190,False
C100013,249.0,20,M,LAPSED,F,40,20200401,N,700000,CHEQUE,AG101190,False
C100014,159.0,15,M,LAPSED,M,44,20200601,N,750000,CHEQUE,AG108163,False
C100014,159.0,15,Y,INFORCE,M,44,20190131,N,750000,CASH,AG100846,False
C100014,159.0,15,Y,INFORCE,M,44,20190731,N,750000,CASH,AG100846,False
C100014,159.0,15,M,LAPSED,M,44,20200701,N,750000,CHEQUE,AG108163,False
C100014,159.0,15,Y,INFORCE,M,44,20200101,N,750000,CASH,AG100846,False
C100014,159.0,15,Y,INFORCE,M,44,20190831,N,750000,CASH,AG100846,False
C100014,159.0,15,M,INFORCE,M,44,20200401,N,750000,CHEQUE,AG108163,False
C100014,159.0,15,Y,INFORCE,M,44,20190228,N,750000,CASH,AG100846,False
C100014,159.0,15,Y,INFORCE,M,44,20190331,N,750000,CASH,AG100846,False
C100014,159.0,15,Y,INFORCE,M,44,20190630,N,750000,CASH,AG100846,False
C100014,159.0,15,M,INFORCE,M,44,20200201,N,750000,CHEQUE,AG100846,False
C100014,159.0,15,Y,INFORCE,M,44,20191001,N,750000,CASH,AG100846,False
C100014,159.0,15,Y,INFORCE,M,44,20190531,N,750000,CASH,AG100846,False
C100014,159.0,15,Y,INFORCE,M,44,20181231,N,750000,CASH,AG100846,False
C100014,159.0,15,Y,INFORCE,M,44,20191101,N,750000,CASH,AG100846,False
C100014,159.0,15,Y,INFORCE,M,44,20190430,N,750000,CASH,AG100846,False
C100014,159.0,15,Y,INFORCE,M,44,20191201,N,750000,CASH,AG100846,False
C100014,159.0,15,Y,INFORCE,M,44,20190901,N,750000,CASH,AG100846,False
C100014,159.0,15,M,INFORCE,M,44,20200301,N,750000,CHEQUE,AG108163,False
C100014,159.0,15,M,INFORCE,M,44,20200501,N,750000,CHEQUE,AG108163,False
C100015,321.0,30,Y,INFORCE,M,39,20191001,Y,2000000,CASH,AG105273,False
C100015,321.0,30,Y,INFORCE,M,39,20190731,Y,2000000,CASH,AG105273,False
C100015,321.0,30,Y,INFORCE,M,39,20200701,Y,2000000,CHEQUE,AG105273,False
C100015,321.0,30,Y,INFORCE,M,39,20200201,Y,2000000,CHEQUE,AG105273,False
C100015,321.0,30,Y,INFORCE,M,39,20190131,Y,2000000,CASH,AG105273,False
C100015,321.0,30,Y,INFORCE,M,39,20190430,Y,2000000,CASH,AG105273,False
C100015,321.0,30,Y,INFORCE,M,39,20190630,Y,2000000,CASH,AG105273,False
C100015,321.0,30,Y,INFORCE,M,39,20190331,Y,2000000,CASH,AG105273,False
C100015,321.0,30,Y,INFORCE,M,39,20190901,Y,2000000,CASH,AG105273,False
C100015,321.0,30,Y,INFORCE,M,39,20190228,Y,2000000,CASH,AG105273,False
C100015,321.0,30,Y,INFORCE,M,39,20200301,Y,2000000,CHEQUE,AG105273,False
C100015,321.0,30,Y,INFORCE,M,39,20191101,Y,2000000,CASH,AG105273,False
